uid,whisper_transcripts,gt_transcripts
526e221c-a2a8-4fbd-9cb7-941403a03983, We call it left in India.," we call it block in india 
"
d4ad5c01-61e0-49f5-aaaa-a838b1615d59, Mm.," oh 
"
48143c50-9657-4322-8927-f9560dc88a09, Bluffs can have you played gloves before? Tk. I can explain it.," bluff have you played bluff before i can explain it next time 
"
9833857a-b1af-42e7-8b76-f2088e950cc0, Hello.," so 
"
92485f54-7da6-441b-981c-c6221fb15b76," Basically, everyone will get equal number of cards. And the goal is to finish all the cards in your hands."," basically everyone will get equal number of cards and uhm the goal is to finish all the cards in your hands 
"
5dbb392f-88a2-488c-a292-524b9de5cf22, Thanks for watching!," hm 
"
e0dad3d1-56f7-4a6f-bc9c-da6801537547, and," alright 
"
05d016c0-e597-4a91-901d-8946262f096f, Please don't.," hmm 
"
74980c28-fd2a-46fc-b703-045e273bbdb4, of what we are talking in.," hmm 
"
b7d002ed-a00b-4be2-971a-45517bfd9ef8, bounds," remembering 
"
d32c38cb-9385-4b4e-a68b-10fe95b6538b," Now, I hope you enjoy the video! If you want want support, I'll tell you why it will happen to you last week. Don't forget to say why we shouldn't get it or not. disciplines that may make sure your eyes aren't full of effort, but I hope you are there, to ask me. BUZZ ME BULLS UP"," point pass you can just say pass pass all cards remain in someone hands 
"
0db9ab75-c69d-4891-85dd-ba0ebf3a40c9,Toy New episodes of Little Star Wars next time.," pass 
"
fde99864-cbee-43bd-a33e-8af63c53344c, and how that wid worse," mix mix mix 
"
8d39b8c5-52ce-4040-9f68-29024861c843, I'll mix two decks to make it interesting.," i will mix two decks to make it interesting single eh 
"
440a81cc-4259-4aa3-b39f-5374c2af7494, Bye!," ha 
"
3d4b2a37-21cd-4473-bee8-91b575a7a0b3, r," ha joker 
"
74b56bd7-1cd9-4e98-80b9-833dbe97b8a3, and you'll go on swinging," fine joker counts for anything 
"
4e7e6579-577e-4ce3-b9bd-10b104138e48, Open.," ok 
"
bed2e6d7-6f74-4492-9893-f194b2f1fd5e," So if I place two kings, but they can count as anything, they are wild god."," so if i place two kings but then two jokers then jokers can they wild cards 
"
3222e77b-da8a-4cd9-a666-59395cf40636, I don't know.," ha 
"
b7ad6701-e4a2-407c-8a29-6a9e28801004, None of them is too good.," one of them is joker 
"
cb39dfba-bec6-4d9a-b0cf-819c68f9a46b," Fuck, she was an ''KI bitten'' name in the morning when going back, she got her"," joker and uh she she said like 
"
38f152d0-025e-4eff-9d32-be719c573cf2, Huh?," ha 
"
8f7a0bfb-a8fe-425a-821b-88e4fe9ddeac, Oh.," ha 
"
864b4b3b-935e-42eb-9d62-f5e2b994f410, Now this becomes very interesting because there are two days. And so eight cards of each type. So it's harder than the regular game. And should we keep that passing wall around?," now this becomes very interesting because there are two decks here and so eight cards of each type so it's harder than the regular game and should we keep the passing 
"
99d8f050-85eb-44de-919b-082ece649c32, Don't do that.," two there 
"
2d8906f9-ec96-4777-94a9-664658d0cd8d," Ah, one game passing while I rucks up the second one off."," no one game passing 
"
169a296d-0615-4fdb-ba26-53dab7d7eaf8, Peace and justice.," passing passing 
"
e2188f48-eab0-464e-a5c6-c29da9096750," Parthing in the rule, let's say we start and I'll play something Counterclockwisewarming"," uh passing let's say if he start and i play something counter clockwise clockwise 
"
dd3377c7-9175-4814-b739-fdbe91307c69, Hmm.," hm 
"
4236b189-ed47-4653-9fab-2b602ecfc027, Hmm.," hm 
"
2e668435-1e40-45d5-9270-8eb3e7e8df7b, Thank you.," left 
"
48d1b515-4704-4c4d-b75e-7696636ef4ae," Left clicker, then the filter is not localized there. Again. And if I pass, then the game is between you two ways."," left clockwise and if i pass then the game is between you two guys 
"
4674375b-0a46-4b68-961c-f7952a0f722c, Always In the Game," ha 
"
94b8ecf8-4e10-4b87-aabf-04e53b958479, Edward.," ha 
"
4263fced-ab2c-489b-bc67-b6fcc10f156d, See you andConnor," hm 
"
e6f06422-a56b-4f59-becc-7496a34dce66, And if you pass nice pass like like a single pass. What Chefs passion for Unf mo grillout," and if you pass and if you pass like 
"
6145cff7-3c4d-4e1f-8ca1-4bb07d1c17de, time.," ha 
"
5de723ac-a63f-41d8-94d2-ad41189aae0b, Okay.," hm 
"
c32faaa0-3e07-47f7-baa8-7a22e7bdb558, Thanks for watching!," ha 
"
71192641-8f8d-433b-83f5-92f969fa9626," I was like, have you got many? Pawn continuing because no one called me out. Like, I was not caught. So, you slip in next card, do you choose a gunner again? And I'm gonna lay around this start of work. I will get to decide. I think the key is, who gets to decide. Because he or she drives the game."," i keep on continuing because no one call me out like i was not caught so you slip in next card to be choose around start i will get to decide i think the key is who gets to decide because he or she drives the game 
"
7a691e77-9a09-4eff-b611-5e3e1145df2e,," hm 
"
d49b8e4e-70de-4143-aa04-862e5e56ccae," Okay, let's start."," okay let's start 
"
67564aa6-1ad0-4e3b-864e-98e19aeecb2f, Okay.," hm 
"
1a231cde-6a53-486e-8294-e8ab23142c67, It's just making it harder with poo bag.," you're just making it harder with two 
"
33c6f87a-b098-4dd3-bf49-98493b73e8f8, Now you can play.," now you can play 
"
342edcf2-1150-42a0-af79-030571c0996d, Thank you.," alright 
"
ade2ed03-e20d-4cc4-99c3-94c56d5258cf,," next 
"
30de77bc-a4d0-4fd1-a94f-e3997ce8ac8a," You start many years, you get to play again. You don't have to play again."," you start then you get to play again pass 
"
3054d8dd-40a8-4162-aa6e-079b4829e3a9, Thank you.," fuck 
"
84642ee6-82d4-430b-8c03-fc0090533300," and we don't get to see what's in there. Otherwise it will become, you will end it."," and we don't get to see what's in there otherwise it would become easy 
"
4b9ddda5-d28b-4365-b20e-660ab5392aa6, That part can do it. Five times.," five ka 
"
8ec3afb0-fdee-4d37-bb42-169755cfa85d, I can't believe it. Five thousand.," that card 
"
62ddda4c-f5ad-43a5-aa5b-f2ad6bec626a," If you have any questions, I will see you in the next video."," cards 
"
1a9287a4-a2b6-483e-ad70-a29b4ead2be0, to ten.," two ten 
"
93b3500d-1433-4be1-9f29-0713e0da1cf0,Box," seven 
"
a55871da-8922-4f50-bf1b-e76dccc989f6, Kevin," seven 
"
2be7ad89-505b-47f0-beeb-4e1a2385b70a, Six.," six 
"
987658bb-27fd-4a49-b69d-5cb4a9389eee, See you!," six 
"
ac4584db-c2b0-4ee3-8ab6-955fa76c2fc0, Yippo kanshuta.," you 
"
2238247a-9358-4fcb-8eb8-5517837d4590, Three fours.," three fours 
"
792f39d1-b29e-4eba-9713-63c9d9a9f5c2,," two more 
"
b745a327-64c5-466c-a227-634f79f8e9fd, One more.," one more 
"
cfdec035-e052-4271-b2a4-cb945e454419, I'm sorry," three more 
"
ada271af-ce67-42cd-a8c0-7ad08594d598, fall slip," one more 
"
2c45f6ca-e14c-4bdc-8426-200d77e5e261, Dream angry," three more 
"
c2e88908-ac39-40b0-b27c-433d4151985e, Pause.," pass 
"
d2d7cf02-3f9b-4859-b997-34b757b5adae, Poss... O... After that?," pass 
"
04637e59-3399-41bd-8463-283f46e84c73," So, up to you."," so happy 
"
9d337069-8c04-4a57-8564-e1bc9ce1eb02, or the fourth words.," four nines 
"
d64e5250-a3b0-4617-bb46-6ee7f4f0cdcd, Fordube," four twos 
"
f9ddc477-0040-48b6-a2b6-00b445085aeb, it f***ingabelle you ststroke," oh 
"
3c5a2831-8180-466f-8ebb-af87a5fe578c, I don't know. I'm thinking of the beginning. I'm not your last product.," chance 
"
37c77572-62ba-4b57-a248-a6eb7e8edeb2, I am taking focus on this game," game 
"
e022be22-e65e-4721-913c-c3f16130d434, You can link it.," you can play 
"
0652309c-3c39-41f8-b770-5eb37cadf9b4, Happy Boxing!," mhm ha 
"
b5d43e40-c352-48d5-9a79-6dbf45515122," yeah, we count... Huh..."," count really count ha uh spade spade 
"
2d02ce14-eebc-4fc4-a1f8-b4c612d13d57, Very little count.," really count 
"
b6de9e9e-ddd9-4c5d-aacf-2c37cdc3dfa5," This is also a good configuration exercise. And then, and then, we can just separate your different suits. Okay? And then we can just have one individual. You probably have them."," this is also good of seven diamonds wings just separate your different suits and then we'll will soon scan them individually 
"
a838a431-7bff-46ee-accf-5e1322594706, ENISE FUCKES IN Harder," okay 
"
1b66fe95-6176-4ee1-98ba-984c9bfe1f5f,OP NOM," club 
"
b85cd1e9-59ea-4c00-a849-cdb8abbb4c3f, Art. Nothin'. Art. Art.," heart jack heart heart 
"
2964ec6c-21f9-4955-beeb-52f8a2d4e91b, go through that too but it doesn't look like.," go through that too but it doesn't look like 
"
87825afe-9404-4441-9113-b40451575fab, People will.," people will 
"
e3a48d8c-eac6-4459-b42b-c95f8b589fbe, Welcome to the," what like the swimmers i don't think thus is your ice cream 
"
aa406020-634c-4e23-9765-ba89caf78004, No!," no 
"
743a11a6-2db0-4408-8d66-927ad40bc388, Kind of bothers me.," kind of bothers me 
"
675001d2-ca73-4d72-92b5-b49bfd459c6c, This has...," this has 
"
539abb21-cf3c-4de7-9650-19ed0e0404c6," This, okay."," yes look at 
"
b736b1fb-71d1-4296-b183-88c8ae8d2d88, Oh!," oh 
"
de367a72-f6fe-4179-ad67-41486ca9d9b6," Oh, oh."," oh 
"
53e16b80-6cbe-4c3f-b0c9-73ed9f2709cf, Happy Santa Fe.," nasty 
"
fca1f021-4883-4ec9-942c-a2281a85b0dc," This has been in there forever, and it's getting..."," this has been in there forever and it's getting 
"
f93e08c2-4a2f-4ecd-8f82-7c4828156ebd, to watch you do what I am just for this.," i went through it the other night threw some myself away instead 
"
729e3650-4cd6-4ffe-8ce5-e3a00a7baa3b, I love unimodelessness.," take this 
"
dd7a4aeb-22cf-4fee-ae34-ea83c663e241," Blah, this is my..."," yeah this is mine 
"
8b6b49e3-6d39-4334-9cf1-71840b174dae, See you. See what runs.," these are yours you want one 
"
ab004540-87bf-4aa4-8bc4-595631a214ea, Maybe.," maybe 
"
455cf6cb-c99e-4f54-b5fb-396a22e6263f, Are they still fine?," are they still fine 
"
1d8caa7b-4a91-4a0f-a9d4-bd12d5cdc173," Oh yeah, good as the day I found them."," oh yeah cause it's the day i found them 
"
2ee0d405-89f1-4f8a-84bb-3322895dad62," Thank you, Father."," you found them 
"
185597d2-5c23-42c5-84d0-1375da010774, Yup.," yep 
"
424dd82a-2e43-416c-b1ec-4084de59444f, I found an on open pack of cigarettes at that.," i found it an unopened pack of cigarettes at that 
"
4f02cce7-bda9-418e-a88c-956f464e9ae0, Bible for mission.," bible for mission 
"
bbe8127b-98b7-4b02-8a5d-a30f72aa16c0, thrift store.," thrift store 
"
09a64eb0-74e0-4bf2-ac78-35f107b4e997, The one that...," the one that 
"
9145c8bb-dbd1-4758-974d-f0d28a4739b1, You showed me.," you showed me 
"
6d1a8b10-7680-44c4-be0c-11432bf882ac, That tookn't out pretty much.," second chad is a small town located in the state of southern crisis injured province area 
"
4909a7a6-e7ed-491b-9113-72c5a1fce9c4, let it go touch," that prides themselves on using 
"
f8a1de0b-2bb9-4486-a0fb-d8953fe512cb,," overseas 
"
fb487f40-31b3-4397-a656-5099380efa0b, Thank you.," mm hmm 
"
86acd0bd-02b6-411c-a780-83a66ba88bcf,," oh 
"
a099516f-e8b5-4141-9ff6-24d1abed1ef7, We call it love in India.," we call it love in india 
"
b4b3c68c-f323-4dd7-97b2-3dac23ed7dca, Bye-bye.," uh-uh 
"
43397145-a77a-4993-a95a-3f9671bffb49," Love, can we play it? Love, shiver."," have you played love before 
"
884d8d28-82bb-4f2f-9af7-05c727f08aac, No.," no 
"
8a20be8f-e364-4b19-ae32-e5510db23c8a, I can explain.," i can explain 
"
091b82c9-039a-4084-b311-b287929a5283, Basically everyone will get equal number of cards.," basically everyone will get equal number of cards 
"
219ce4f0-d99f-45f1-9088-a117c70ac1a8, for.," hmm 
"
fa79df52-91e8-47be-a768-8dc0563c699f, and the goal is to finish all the cards in your hand.," and um the goal is to finish all the cards in your hands 
"
e460c6c6-f22c-486a-99ad-f81baa8987c2, Alright.," alright 
"
6f52cf72-6136-4809-b82f-11126f847819," And the way you get rid of cards is by placing them based on the kani kani kahaha or the kani kahaha or the king. For king, for visepthain, have you visepthain?"," and uh the way you get rid of cards is by placing them face down 
"
34892038-6fe0-427b-b14d-52b432c59d71,," hmm 
"
6a5c7b8a-856d-4763-8266-ef0c88e5b1d1, Good.," hmm 
"
f03be5e0-c2b2-4479-9b4f-30730e9e30a6, .," hmm 
"
e44e9a30-9a6d-4adf-8dc6-e38c4d914576," Shfamir, welcomed to cross the"," call out 
"
978a05cb-d950-4b0d-977c-f6bc59c934c1, Bye.," ah 
"
d7c26476-bd18-45d0-bde6-8f01aab427cb, Bye.," ah 
"
7db2ea64-468e-4944-89a7-1a88d4700ff3, go," two 
"
e22da8e3-20f5-4421-bc27-b0825f3a66f9, Thank you.," because 
"
3e4336a0-3dbb-4d3d-a5d4-551ccf02894e," I'll turn everything, huh?"," a whole talent huh 
"
1f670237-0bde-4fa6-a0ec-81cf7c1a6558, only cloths as lot of steam and stuff and all these annual brick. That stuff's just all about. Let's ehh go get it. Good luck and have a good day on guys!," india 
"
fc819bd9-1aff-4bdf-9ec2-62c29bb369e5, Thank you.," you can just say pass pass 
"
8c8081af-512f-4099-8d90-8a5730d58eaf, Thank you.," uh-oh 
"
95042ffa-a893-4965-9be7-b9ff1b942110, even a bathroom in Baltimore.," oh single it's okay 
"
9d7ac1df-2d08-4b40-8d55-49d4ac2f5ccd, All cards remain in someone's hand.," all cards remain in someone's hand 
"
af42dee0-20ec-4c9d-bf4c-febba7574df6, I will mix two dps.," i'll mix two decks 
"
48de92e0-a763-4b02-9385-2a9074c313b2, Thanks for watching!," uh 
"
1c650bac-4e22-440e-9579-996b32610836, to make it interesting.," to make it interesting 
"
4eba7a37-9a93-486d-a4e0-45bc75a26bbf,hy withingalogme de al vide Bolikake," single 
"
34f7b99f-4d22-40f5-a66b-dd0a86f8863c, Ah yeah!," joker card 
"
3bbb0b76-b845-4b38-8bd9-7bd46a16cdb4," Alright, and you'll go go on for anything."," ah and joker counts for anything 
"
1e05f3e4-18c4-4b71-b896-4fd7240486b8, Okay.," okay 
"
6a349273-64b6-4c26-83f5-963597e41d27," If I place two kings, but they are two jokers, then two kings can count as anything."," so if i place two kings but there are two jokers then jokers can counter them card 
"
62b3c10b-3a34-4fb2-9dcb-60a40eae236e, uh," uh 
"
a634619a-b11e-4fab-86cd-8052fa68e2bf,," okay 
"
0e182f1f-e436-4ef3-bd17-c518e6fa808d, so I manage to take her the life and what she said wardrobe we just will this difficult," joker and she call she said liar 
"
08c4c505-1e93-48a9-a42f-8d0d2ed06ac3, Now this becomes very interesting because we have two decks here and so eight cards of each type.," now this becomes very interesting because there are two decks here and so eight cards of each type so 
"
caedd39a-ddde-4a22-bf4b-7874f23e754d,," okay 
"
7d6a297a-7137-468c-a332-000920392f49, It's...," it's 
"
d5e77ba2-d1ff-4c40-b309-f842c07aca2f, than the regular game.," than a regular game 
"
af8de660-f916-4a2c-92ac-4e767436ed2c,," hmm 
"
bf2f92f3-8809-4353-b8cc-ee706fb6e8a3, should we keep that passing molar root.," should we keep the passing 
"
4225b8b2-a1d8-4f02-80bc-5bdba2f9e6bc, Thank you very much for watching.," one game passing a lot of 
"
8d218045-932a-44d8-bc86-ff9745b4de3b, I will talk to you later.," passing 
"
14d37c3e-5253-4794-a852-62db932deb1f,Talking on Arul.," passing 
"
a3c6abb3-fdbc-4a50-906f-7d44464e341c, What?," what 
"
94ab3d11-82c1-401e-ab43-39f900309e07, for what I have to do with celebrate.," oh and i could it 
"
0ebf07f8-39fb-4974-aa96-956472694936, Jew.," ah passing let's say if he starts and i play something counterclockwise 
"
0e741b52-88a6-49cc-afa5-f08a72f9fcea, P," hmm 
"
c7544af3-3b94-4146-a3b6-cfaf3cb296ed, and breathe.," hmm 
"
fa830016-78b2-4507-94f7-abddfbb2a213, left click at us.," left clicker 
"
2cf47d25-df48-412d-8729-92f026fb6e43, Let's click on the clockwise there. Okay.," left clicker clockwise 
"
f8208dae-c639-4da0-bdf0-c60e0423ddfa, .," uh 
"
8d48744b-478d-4475-9622-f57caac8a5f3, .," oh 
"
f8f9731c-1bf6-402f-bccd-a73117ff8b1d, Bye.," oh 
"
4b0d3b55-fe26-4db7-a298-be408a0cd1d4," And if I pass, then the game is between you two ways."," and if i pass then the game is between your two guys 
"
e47dca06-d792-4998-8dc2-1dc9cbddce24, out there.," okay 
"
72d19dae-68ba-4850-993d-137301b48fbd, And if you pass and if you pass like Tino ne pass kardia to give him a hachalega," and if you pass and if you pass 
"
d54b7225-189f-4641-af20-739f469546c5, video.," uh 
"
933dee20-4c7b-46de-9f5c-7a8f81355e28, a chair," card game 
"
1de57ac2-131b-4d80-832e-5d7d5e4ba47a," I was not caught. So, I sleep in next card, if you choose, I will get to decide. I think the key is, who gets to decide?"," and i keep on continuing because no one called me out like i was not caught so it's the next card to be to choose i will get to decide i think the key is who gets to decide 
"
0c5205f5-27f1-481a-aad2-00be3eb4e7e2, uhm.," uh 
"
927dcb5d-c33d-42f2-9008-73c355853323, Okay.," okay 
"
62efa332-6c6a-4f41-9a68-15a033200930, Because he or she drives the net.," because he or she drives the 
"
1ab2209f-4b46-4e9d-b21b-d22ad7072025, Alright.," alright 
"
03852cf8-efb4-4ec5-837f-44dc108b5e15," So, let's start."," okay let's start 
"
a45ca09a-d1b6-421d-b218-b641f139b997, You," we're just 
"
18c9ef2c-deb2-4bd8-864f-2fc20d21655d, making it harder with...," making it harder with 
"
df30f030-5668-45e4-a44b-64471cfe6d73, favored," decks 
"
514e45b4-d5fd-4164-b0c3-90b436880083, But I think we should...," but i think we should play 
"
5f6352c1-9e42-434f-bded-dff16317780a," play one deck or we should have played one deck before. Well, what will be a wand?"," one deck or we should have played one deck before because what if we want 
"
bd4d51a0-979a-4127-9acb-11cdac86b9f0, that can be video.," one deck in the video 
"
146df104-1368-4fe8-9190-4b1daa777553, separate condiment I am going to avoid curling it.," separate whenever time we're 
"
d5f0310a-79a7-466c-a048-05bdf6adc910, In the last Sylpe's room," or but 
"
776c044c-5bde-4249-8092-a072697dfb3b, cards available.," cards are we 
"
e89d596a-b646-48be-a37c-1ff6c0ba0c9d, Dodge?," oops sarge 
"
8958a8a5-254e-4a91-918b-91fada8f5b76, Good correla," hmm 
"
085bf763-24b7-4060-a02e-efffe27ca0b7, I have to check my phone every time.," i have the habit of like checking my phone every time 
"
d9fc0bc4-8a1c-4fcb-9ca2-35e776f7afb1, Bye!," uh-huh 
"
f614e2b8-72f0-4f33-a8fa-417c71afb93a," Don't take naked mitchies, but let's go. Let's go with this and mitch the next round. The idea is, because you don't get to see everything, you have to kind of like play it on the fly, and you can't plan for long enough."," but let's go let's go with this and maybe next round we can figure out but main idea is because you don't get to see everything like you know you have to kind of like play it on the flyer and you can't plan for long enough 
"
